Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding
38694835,CREDIT CARD,384-37-5385,209-569-0190,Los Angeles,Los Angeles,Los Angeles,CA,91494,West,10-04-18,"$28,784",Default,17-07-21,665,692,"$3,742"
38694836,MORTGAGE,413-99-7968,209-670-3091,Pasadena,Los Angeles,Pasadena,CA,91184,West,03-08-19,"$128,028",Non-Default,01-01-21,710,752,"$51,211"
38694837,CREDIT CARD,491-29-9904,239-732-4852,Putnam Hall,Putnam,Putnam Hall,FL,32185,South,17-01-19,"$47,260",Default,24-08-21,841,844,"$4,253"
38694838,PERSONAL LOAN,352-08-0575,209-849-5684,El Monte,Los Angeles,El Monte,CA,91734,West,24-08-21,"$182,818",Default,29-03-21,651,679,"$84,096"
38694839,PERSONAL LOAN,349-08-0815,215-881-5143,Philadelphia,Philadelphia,Philadelphia,PA,19125,Northeast,03-03-21,"$122,973",Default,24-08-21,839,885,"$57,797"
38694840,MORTGAGE,286-15-5786,210-769-9786,Kemah,Galveston,Kemah,TX,77565,South,24-08-21,"$328,040",Non-Default,16-11-20,847,869,"$121,375"
38694841,MORTGAGE,015-94-0867,228-359-3332,Mize,Smith,Mize,MS,39116,South,01-04-18,"$413,570",Non-Default,16-06-21,757,762,"$202,649"
38694842,CREDIT CARD,531-71-4599,229-467-9310,Edison,Edison,Edison,GA,39846,South,04-12-18,"$74,621",Default,25-04-21,872,917,"$30,595"
38694843,PERSONAL LOAN,681-24-5280,239-659-6222,Orange Lake,Marion,Orange Lake,FL,32681,South,24-02-21,"$59,725",Default,27-05-21,811,860,"$13,140"
38694844,MORTGAGE,314-35-0246,215-657-5196,King Of Prussia,Chester,King Of Prussia,PA,19487,Northeast,21-05-21,"$570,487",Default,11-12-20,668,713,"$256,719"
38694845,MORTGAGE,493-29-9403,215-777-0146,Kulpsville,Montgomery,Kulpsville,PA,19443,Northeast,03-06-21,"$976,536",Default,25-05-21,730,763,"$195,307"
38694846,CREDIT CARD,204-84-7101,308-480-0420,Roseland,Adams,Roseland,NE,68973,Midwest,24-08-21,"$56,414",Non-Default,19-05-21,667,674,"$15,232"
38694847,CREDIT CARD,597-92-8865,262-460-5966,Madison,Dane,Madison,WI,53780,Midwest,26-06-18,"$88,495",Default,20-12-20,797,821,"$20,354"
38694848,MORTGAGE,380-37-2091,252-450-4984,Ridgeway,Warren,Ridgeway,NC,27570,South,24-07-21,"$555,808",Non-Default,24-08-21,715,726,"$122,278"
38694849,CREDIT CARD,159-86-2238,209-456-4080,Guerneville,Sonoma,Guerneville,CA,95446,West,24-08-21,"$53,833",Default,04-03-21,810,834,"$26,917"
38694850,CREDIT CARD,051-02-8594,240-813-0927,Church Hill,Queen Anne's,Church Hill,MD,21623,South,18-01-19,"$87,442",Non-Default,29-06-21,748,738,"$5,247"
38694851,CREDIT CARD,162-86-6184,252-667-9414,Kill Devil Hills,Dare,Kill Devil Hills,NC,27948,South,03-04-19,"$85,480",Default,10-11-20,754,793,"$30,773"
38694852,MORTGAGE,257-99-2853,262-587-7314,De Forest,Dane,De Forest,WI,53532,Midwest,09-07-18,"$362,304",Non-Default,31-01-21,813,851,"$79,707"
38694853,CREDIT CARD,710-18-3124,252-393-6427,Swansboro,Onslow,Swansboro,NC,28584,South,07-08-20,"$77,523",Default,23-06-21,810,812,"$20,931"
38694854,CREDIT CARD,260-99-2874,219-218-5245,Bourbon,Marshall,Bourbon,IN,46504,Midwest,10-10-20,"$92,459",Non-Default,20-01-21,885,888,"$16,643"
38694855,PERSONAL LOAN,258-99-1383,215-489-4106,Thompsontown,Juniata,Thompsontown,PA,17094,Northeast,23-05-18,"$35,718",Default,04-01-21,811,854,"$11,787"
38694856,CREDIT CARD,348-08-9839,210-831-2850,Dallas,Dallas,Dallas,TX,75266,South,24-08-21,"$80,624",Non-Default,07-08-21,860,865,"$25,800"
38694857,MORTGAGE,509-33-7849,209-308-0974,Miranda,Humboldt,Miranda,CA,95553,West,04-10-18,"$968,073",Non-Default,24-08-21,848,838,"$406,591"
38694858,CREDIT CARD,512-33-2013,228-574-0290,Lexington,Holmes,Lexington,MS,39095,South,08-05-21,"$45,280",Default,23-12-20,809,800,"$10,414"
38694859,PERSONAL LOAN,333-11-3136,215-958-0081,Spraggs,Greene,Spraggs,PA,15362,Northeast,07-09-18,"$178,551",Non-Default,18-11-20,651,674,"$19,641"
38694860,MORTGAGE,191-86-1142,209-673-4756,Buellton,Santa Barbara,Buellton,CA,93427,West,07-04-21,"$706,402",Default,24-08-21,669,680,"$134,216"
38694861,CREDIT CARD,650-62-9230,207-947-4010,Wayne,Kennebec,Wayne,ME,4284,Northeast,27-06-19,"$92,834",Non-Default,22-04-21,885,913,"$10,212"
38694862,CREDIT CARD,768-02-1369,212-681-5473,South Jamesport,Suffolk,South Jamesport,NY,11970,Northeast,16-08-19,"$42,871",Non-Default,24-08-21,894,925,$857
38694863,MORTGAGE,656-36-9653,423-734-9875,Caryville,Campbell,Caryville,TN,37714,South,15-02-18,"$450,433",Default,10-02-21,695,726,"$126,121"
38694864,CREDIT CARD,710-18-0633,304-827-8696,Rockport,Wood,Rockport,WV,26169,South,05-12-18,"$85,578",Default,05-11-20,748,787,"$33,375"
38694865,CREDIT CARD,403-73-2117,210-880-4324,San Antonio,Bexar,San Antonio,TX,78209,South,05-11-18,"$39,401",Non-Default,24-01-21,742,781,"$19,701"
38694866,MORTGAGE,438-99-4579,209-467-2712,Alhambra,Los Angeles,Alhambra,CA,91803,West,02-08-19,"$411,242",Default,17-07-21,811,808,"$156,272"
38694867,MORTGAGE,055-02-3675,239-699-8531,Maitland,Orange,Maitland,FL,32751,South,27-07-19,"$947,276",Non-Default,31-05-21,766,769,"$198,928"
38694868,MORTGAGE,444-27-2964,236-332-2836,Drakes Branch,Charlotte,Drakes Branch,VA,23937,South,13-07-19,"$428,052",Non-Default,20-04-21,654,681,"$85,610"
38694869,MORTGAGE,230-99-8387,303-803-3206,Rye,Pueblo,Rye,CO,81069,West,27-05-20,"$328,808",Non-Default,20-07-21,688,686,"$154,540"
38694870,CREDIT CARD,028-92-8562,219-983-6417,South Bend,St. Joseph,South Bend,IN,46615,Midwest,13-07-19,"$71,990",Non-Default,15-03-21,685,719,"$2,880"
38694871,PERSONAL LOAN,462-99-7469,217-461-3587,Edgewood,Effingham,Edgewood,IL,62426,Midwest,18-12-20,"$142,252",Default,28-01-21,685,729,"$12,803"
38694872,CREDIT CARD,084-02-8572,605-554-7836,Rutland,Lake,Rutland,SD,57057,Midwest,23-02-19,"$66,034",Non-Default,08-11-20,858,903,"$13,207"
38694873,MORTGAGE,307-37-1954,209-838-4445,Pismo Beach,San Luis Obispo,Pismo Beach,CA,93448,West,01-12-18,"$848,016",Default,19-05-21,782,776,"$152,643"
38694874,PERSONAL LOAN,248-99-8520,217-807-3505,Brighton,Jersey,Brighton,IL,62012,Midwest,12-11-19,"$35,689",Non-Default,24-08-21,761,772,"$11,064"
38694875,MORTGAGE,085-02-7840,252-354-5081,Gumberry,Northampton,Gumberry,NC,27838,South,02-07-21,"$969,703",Default,27-12-20,743,793,"$96,970"
38694876,MORTGAGE,201-84-8671,239-680-6864,Lake Worth,Palm Beach,Lake Worth,FL,33463,South,16-03-18,"$916,003",Non-Default,24-08-21,733,758,"$73,280"
38694877,CREDIT CARD,479-41-3758,212-629-4329,Portageville,Wyoming,Portageville,NY,14536,Northeast,19-01-20,"$74,724",Non-Default,24-08-21,702,724,"$9,714"
38694878,PERSONAL LOAN,578-53-2933,319-640-3389,Alton,Sioux,Alton,IA,51003,Midwest,19-11-19,"$192,532",Default,04-07-21,860,856,"$17,328"
38694879,CREDIT CARD,236-55-1119,205-835-5553,Garden City,Cullman,Garden City,AL,35070,South,03-11-19,"$95,017",Non-Default,19-03-21,756,754,"$28,505"
38694880,CREDIT CARD,499-29-0261,308-927-5583,Crab Orchard,Johnson,Crab Orchard,NE,68332,Midwest,15-07-20,"$37,799",Default,24-08-21,720,733,"$7,560"
38694881,CREDIT CARD,305-37-6774,308-247-1648,Angora,Morrill,Angora,NE,69331,Midwest,09-11-18,"$93,207",Non-Default,24-08-21,726,764,"$33,555"
38694882,MORTGAGE,763-12-8563,231-309-7982,Alger,Ogemaw,Alger,MI,48610,Midwest,28-08-18,"$667,665",Non-Default,17-08-21,782,804,"$13,353"
38694883,MORTGAGE,031-92-8170,239-789-0042,Wauchula,Hardee,Wauchula,FL,33873,South,09-09-19,"$984,004",Non-Default,31-07-21,821,857,"$492,002"
38694884,MORTGAGE,548-99-1116,202-232-2156,Washington,District of Columbia,Washington,DC,20037,South,28-05-21,"$995,174",Non-Default,29-06-21,753,763,"$288,600"
38694885,MORTGAGE,535-71-1007,252-988-7691,Rockwell,Rowan,Rockwell,NC,28138,South,15-11-20,"$396,862",Default,24-08-21,864,895,"$67,467"
38694886,CREDIT CARD,766-04-5456,215-867-1701,Millrift,Pike,Millrift,PA,18340,Northeast,24-08-21,"$76,136",Non-Default,30-03-21,778,773,"$30,454"
38694887,CREDIT CARD,162-86-9389,209-923-6086,Monterey Park,Los Angeles,Monterey Park,CA,91756,West,01-02-20,"$48,239",Non-Default,04-06-21,895,930,"$12,542"
38694888,CREDIT CARD,572-99-4798,231-761-7247,South Branch,Ogemaw,South Branch,MI,48761,Midwest,18-04-19,"$58,745",Non-Default,08-12-20,872,893,"$12,924"
38694889,PERSONAL LOAN,111-98-8491,218-573-6246,Windom,Cottonwood,Windom,MN,56101,Midwest,16-08-18,"$44,242",Default,18-06-21,748,767,"$10,176"
38694890,CREDIT CARD,077-02-1935,423-790-1457,Memphis,Shelby,Memphis,TN,38115,South,13-09-18,"$98,594",Non-Default,23-07-21,784,787,"$7,888"
38694891,MORTGAGE,641-29-9704,503-870-3725,Ontario,Malheur,Ontario,OR,97914,West,08-11-18,"$126,274",Non-Default,03-03-21,824,838,"$32,831"
38694892,CREDIT CARD,674-48-5647,217-904-4022,Metropolis,Massac,Metropolis,IL,62960,Midwest,10-07-18,"$46,473",Non-Default,26-01-21,854,850,"$8,830"
38694893,PERSONAL LOAN,683-24-8297,316-747-3604,Mcconnell Afb,Sedgwick,Mcconnell Afb,KS,67221,Midwest,13-08-20,"$177,015",Non-Default,24-08-21,891,920,"$8,851"
38694894,MORTGAGE,011-94-9607,803-880-6665,Lexington,Lexington,Lexington,SC,29071,South,02-02-21,"$663,009",Non-Default,23-03-21,814,811,"$19,890"
38694895,CREDIT CARD,048-15-3572,225-789-5498,New Orleans,Orleans,New Orleans,LA,70148,South,03-07-20,"$92,345",Default,03-06-21,792,810,"$12,928"
38694896,MORTGAGE,073-02-3787,505-974-8143,Albuquerque,Bernalillo,Albuquerque,NM,87201,West,24-08-21,"$483,473",Default,25-05-21,742,773,"$91,860"
38694897,CREDIT CARD,567-99-1522,209-682-8552,Fullerton,Fullerton,Fullerton,CA,92635,West,22-07-19,"$45,049",Non-Default,30-03-21,765,810,"$11,713"
38694898,PERSONAL LOAN,552-99-8361,236-765-9240,Stanardsville,Greene,Stanardsville,VA,22973,South,22-11-18,"$135,509",Non-Default,24-08-21,775,784,"$55,559"
38694899,MORTGAGE,034-92-9982,218-363-6444,Lindstrom,Chisago,Lindstrom,MN,55045,Midwest,23-07-21,"$553,834",Default,29-01-21,895,918,"$110,767"
38694900,CREDIT CARD,149-23-0119,314-477-8061,Bolckow,Andrew,Bolckow,MO,64427,Midwest,20-09-19,"$87,870",Default,04-08-21,749,783,"$22,846"
38694901,CREDIT CARD,061-02-6294,701-723-7919,Lignite,Burke,Lignite,ND,58752,Midwest,06-05-20,"$70,455",Non-Default,19-06-21,789,781,"$28,887"
38694902,MORTGAGE,484-41-1365,210-935-1894,Houston,Houston,Houston,TX,77278,South,25-06-21,"$927,313",Non-Default,09-07-21,754,765,"$139,097"
38694903,MORTGAGE,069-02-7455,218-241-7565,Minneapolis,Hennepin,Minneapolis,MN,55429,Midwest,24-08-21,"$203,452",Non-Default,18-01-21,656,698,"$18,311"
38694904,CREDIT CARD,643-29-1329,209-835-1510,South Lake Tahoe,El Dorado,South Lake Tahoe,CA,96154,West,19-10-20,"$68,976",Non-Default,24-08-21,654,649,"$19,313"
38694905,CREDIT CARD,635-31-2777,229-588-8827,Baxley,Appling,Baxley,GA,31513,South,24-09-19,"$66,917",Non-Default,18-02-21,896,900,"$20,744"
38694906,PERSONAL LOAN,325-11-0069,229-666-5176,Edison,Edison,Edison,GA,39846,South,03-03-20,"$136,310",Default,14-08-21,660,707,"$8,179"
38694907,CREDIT CARD,453-99-9042,208-485-1301,Fruitland,Payette,Fruitland,ID,83619,West,24-12-19,"$81,179",Non-Default,24-08-21,857,868,"$33,283"
38694908,MORTGAGE,426-99-4881,405-787-0066,Cyril,Caddo,Cyril,OK,73029,South,10-07-21,"$415,894",Default,15-05-21,713,750,"$153,881"
38694909,MORTGAGE,457-99-8161,262-443-5986,Racine,Racine,Racine,WI,53407,Midwest,01-03-20,"$454,692",Default,15-08-21,877,871,"$227,346"
38694910,CREDIT CARD,131-98-9204,240-478-7258,Brownsville,Washington,Brownsville,MD,21715,South,18-10-20,"$99,032",Non-Default,09-12-20,889,883,"$40,603"
38694911,PERSONAL LOAN,036-74-7327,218-322-0291,Almelund,Chisago,Almelund,MN,55002,Midwest,04-04-18,"$106,384",Non-Default,19-05-21,897,922,"$47,873"
38694912,CREDIT CARD,521-99-4025,207-988-6738,Portland,Cumberland,Portland,ME,4123,Northeast,23-06-21,"$64,093",Default,31-03-21,663,673,"$21,151"
38694913,MORTGAGE,399-31-1672,270-275-3029,Midway,Woodford,Midway,KY,40347,South,25-06-19,"$790,119",Non-Default,24-08-21,803,830,"$55,308"
38694914,CREDIT CARD,194-86-1785,212-689-2398,Rensselaerville,Albany,Rensselaerville,NY,12147,Northeast,15-03-19,"$40,147",Non-Default,10-06-21,697,719,"$19,271"
38694915,CREDIT CARD,014-94-9423,270-502-9418,Rush,Boyd,Rush,KY,41168,South,01-09-18,"$59,717",Non-Default,06-07-21,881,923,"$14,929"
38694916,CREDIT CARD,325-11-2787,239-921-7034,Gainesville,Alachua,Gainesville,FL,32613,South,04-12-19,"$98,318",Non-Default,27-06-21,848,882,"$12,781"
38694917,CREDIT CARD,265-99-9562,304-897-6087,Big Bend,Calhoun,Big Bend,WV,26136,South,21-05-18,"$41,119",Non-Default,27-01-21,731,723,"$15,625"
38694918,PERSONAL LOAN,320-11-4103,304-946-7351,Sumerco,Lincoln,Sumerco,WV,25567,South,26-02-20,"$191,057",Non-Default,01-02-21,860,900,"$47,764"
38694919,CREDIT CARD,133-98-1978,423-301-6066,Huntingdon,Carroll,Huntingdon,TN,38344,South,02-09-18,"$62,126",Non-Default,07-08-21,776,775,"$24,229"
38694920,MORTGAGE,614-87-0977,270-493-8961,Burnside,Burnside,Burnside,KY,42618,South,02-01-18,"$738,970",Non-Default,28-02-21,693,699,"$243,860"
38694921,MORTGAGE,322-11-0121,314-648-3794,Saint Louis,St. Louis (city),Saint Louis,MO,63182,Midwest,21-12-18,"$863,692",Default,21-12-20,680,677,"$362,751"
38694922,CREDIT CARD,575-99-0735,201-215-1379,Paterson,Passaic,Paterson,NJ,7522,Northeast,14-04-19,"$39,760",Non-Default,24-08-21,799,795,"$2,783"
38694923,MORTGAGE,214-91-6165,316-719-0117,Minneola,Clark,Minneola,KS,67865,Midwest,24-12-20,"$695,753",Non-Default,01-07-21,742,738,"$215,683"
38694924,CREDIT CARD,544-81-9186,423-234-3028,Nashville,Davidson,Nashville,TN,37205,South,02-08-19,"$44,838",Non-Default,18-11-20,691,721,"$9,864"
38694925,MORTGAGE,512-33-8662,231-990-7283,Pleasant Ridge,Oakland,Pleasant Ridge,MI,48069,Midwest,05-03-21,"$829,777",Non-Default,18-08-21,737,785,"$165,955"
38694926,CREDIT CARD,521-99-9536,236-293-6236,Woodbridge,Prince William,Woodbridge,VA,22191,South,26-01-20,"$42,297",Non-Default,24-08-21,790,784,"$15,227"
38694927,CREDIT CARD,162-86-2696,210-681-3953,Girvin,Pecos,Girvin,TX,79740,South,15-10-19,"$74,602",Default,25-12-20,809,853,"$8,952"
38694928,MORTGAGE,669-48-3787,216-202-2241,Mc Donald,Trumbull,Mc Donald,OH,44437,Midwest,03-01-21,"$421,521",Default,24-08-21,853,878,"$134,887"
38694929,MORTGAGE,491-29-2537,303-601-5897,Pueblo,Pueblo,Pueblo,CO,81002,West,24-04-21,"$512,690",Non-Default,24-08-21,768,792,"$56,396"
38694930,MORTGAGE,764-29-6645,215-961-4895,Philadelphia,Philadelphia,Philadelphia,PA,19176,Northeast,04-02-18,"$212,891",Non-Default,09-03-21,663,690,"$72,383"
38694931,MORTGAGE,683-24-6807,217-524-1846,Chicago,Cook,Chicago,IL,60664,Midwest,27-04-21,"$871,542",Default,10-11-20,807,851,"$17,431"
38694932,MORTGAGE,656-36-1932,201-821-0577,Emerson,Bergen,Emerson,NJ,7630,Northeast,01-02-20,"$975,949",Non-Default,27-05-21,838,871,"$419,658"
38694933,CREDIT CARD,351-08-6125,423-386-3717,Knoxville,Knox,Knoxville,TN,37950,South,06-05-20,"$92,559",Default,24-08-21,786,776,"$5,554"
38694934,PERSONAL LOAN,589-99-1482,480-779-6597,Sonoita,Santa Cruz,Sonoita,AZ,85637,West,08-11-20,"$179,948",Non-Default,24-08-21,667,664,"$39,589"
38694935,CREDIT CARD,304-37-3270,206-730-3663,Touchet,Walla Walla,Touchet,WA,99360,West,06-11-20,"$85,228",Default,16-05-21,827,870,"$16,193"
38694936,MORTGAGE,071-02-6555,219-706-7376,Indianapolis,Marion,Indianapolis,IN,46203,Midwest,09-03-19,"$801,329",Non-Default,24-08-21,849,842,"$288,478"
38694937,MORTGAGE,629-31-5836,217-712-9620,Chicago,Cook,Chicago,IL,60641,Midwest,12-09-19,"$418,817",Default,03-02-21,816,806,"$159,150"
38694938,CREDIT CARD,386-37-1745,808-808-5612,Honolulu,Honolulu,Honolulu,HI,96817,West,18-07-20,"$93,781",Default,08-06-21,691,711,"$24,383"
38694939,MORTGAGE,647-21-1387,206-755-0304,Ravensdale,King,Ravensdale,WA,98051,West,08-10-18,"$901,604",Non-Default,17-03-21,782,774,"$414,738"
38694940,PERSONAL LOAN,607-87-1375,304-283-7288,Huntington,Cabell,Huntington,WV,25702,South,24-08-21,"$195,169",Non-Default,22-12-20,891,887,"$87,826"
38694941,CREDIT CARD,051-02-5113,479-292-0210,Combs,Madison,Combs,AR,72721,South,22-11-18,"$29,537",Default,24-08-21,873,868,"$2,954"
38694942,PERSONAL LOAN,769-02-8415,216-466-6666,South Vienna,Clark,South Vienna,OH,45369,Midwest,05-09-20,"$196,932",Non-Default,24-08-21,661,662,"$72,865"
38694943,PERSONAL LOAN,370-37-9990,215-623-4617,Hazleton,Luzerne,Hazleton,PA,18202,Northeast,26-08-18,"$148,722",Default,11-05-21,865,884,"$59,489"
38694944,MORTGAGE,082-02-5885,319-582-1291,Massena,Cass,Massena,IA,50853,Midwest,17-02-20,"$957,928",Non-Default,28-05-21,736,758,$0
38694945,PERSONAL LOAN,059-02-9430,216-361-4586,Hamilton,Butler,Hamilton,OH,45020,Midwest,23-09-20,"$88,176",Non-Default,16-12-20,803,807,"$36,152"
38694946,PERSONAL LOAN,284-15-0758,217-595-6986,Carbon Cliff,Rock Island,Carbon Cliff,IL,61239,Midwest,06-02-21,"$107,646",Non-Default,04-12-20,780,820,"$9,688"
38694947,CREDIT CARD,484-41-2445,423-283-1957,Tellico Plains,Monroe,Tellico Plains,TN,37385,South,01-06-21,"$64,591",Non-Default,24-08-21,864,894,"$19,377"
38694948,PERSONAL LOAN,723-18-0367,225-757-2859,New Orleans,Orleans,New Orleans,LA,70112,South,20-01-21,"$199,976",Non-Default,24-08-21,675,681,"$57,993"
38694949,MORTGAGE,266-99-1293,308-480-4352,Omaha,Douglas,Omaha,NE,68114,Midwest,22-11-18,"$814,456",Default,12-01-21,668,692,"$171,036"
38694950,CREDIT CARD,107-98-1314,339-562-6298,North Amherst,Hampshire,North Amherst,MA,1059,Northeast,10-06-21,"$62,525",Non-Default,03-04-21,730,762,"$16,882"
38694951,PERSONAL LOAN,544-81-1645,308-709-0174,Doniphan,Hall,Doniphan,NE,68832,Midwest,21-08-20,"$157,081",Non-Default,21-02-21,729,777,"$23,562"
38694952,MORTGAGE,092-02-0877,216-990-7971,Cincinnati,Hamilton,Cincinnati,OH,45235,Midwest,01-10-18,"$289,650",Default,07-07-21,875,893,"$49,241"
38694953,CREDIT CARD,771-02-5235,308-737-3607,Craig,Burt,Craig,NE,68019,Midwest,04-10-20,"$53,717",Non-Default,24-08-21,673,702,"$6,983"
38694954,MORTGAGE,102-02-0911,239-261-6829,Miami,Miami-Dade,Miami,FL,33148,South,13-07-19,"$488,603",Non-Default,03-02-21,778,777,"$43,974"
38694955,MORTGAGE,186-86-5019,231-599-9618,Saint Clair Shores,Macomb,Saint Clair Shores,MI,48080,Midwest,27-05-19,"$309,955",Non-Default,12-11-20,831,859,"$136,380"
38694956,CREDIT CARD,189-86-4258,217-485-5102,Philo,Champaign,Philo,IL,61864,Midwest,14-06-21,"$41,004",Default,24-08-21,782,811,"$6,971"
38694957,CREDIT CARD,531-71-2827,209-242-8954,Encino,Los Angeles,Encino,CA,91436,West,19-04-19,"$44,306",Default,28-01-21,843,877,"$11,963"
38694958,MORTGAGE,401-73-3654,217-409-3305,Grayville,White,Grayville,IL,62844,Midwest,26-04-18,"$209,132",Default,10-03-21,766,782,"$29,278"
38694959,MORTGAGE,622-85-9523,229-878-3144,Lagrange,Troup,Lagrange,GA,30261,South,22-05-18,"$434,464",Default,20-12-20,807,814,"$104,271"
38694960,MORTGAGE,608-87-3133,270-671-5230,Lexington,Fayette,Lexington,KY,40523,South,03-01-18,"$732,933",Non-Default,12-08-21,662,671,"$109,940"
38694961,CREDIT CARD,548-99-7664,207-332-9495,Freeport,Cumberland,Freeport,ME,4033,Northeast,24-08-21,"$88,117",Non-Default,11-01-21,680,701,"$12,336"
38694962,MORTGAGE,641-29-1932,236-548-2953,Parrott,Pulaski,Parrott,VA,24132,South,24-08-21,"$803,757",Non-Default,21-11-20,897,930,"$8,038"
38694963,CREDIT CARD,119-98-6649,503-295-6101,Portland,Multnomah,Portland,OR,97251,West,24-08-21,"$57,576",Non-Default,24-08-21,718,722,"$28,788"
38694964,PERSONAL LOAN,085-02-0903,215-405-1831,Luzerne,Luzerne,Luzerne,PA,18709,Northeast,24-08-21,"$73,307",Default,23-05-21,662,670,"$21,992"
38694965,MORTGAGE,731-28-0380,339-468-6832,Fall River,Bristol,Fall River,MA,2720,Northeast,06-03-18,"$789,535",Non-Default,14-05-21,893,942,"$363,186"
38694966,CREDIT CARD,723-18-1413,218-747-5500,Embarrass,St. Louis,Embarrass,MN,55732,Midwest,21-09-18,"$87,054",Default,24-08-21,849,867,"$9,576"
38694967,MORTGAGE,042-15-7415,218-322-6342,Benson,Swift,Benson,MN,56215,Midwest,24-08-21,"$785,243",Default,21-11-20,803,808,"$188,458"
38694968,PERSONAL LOAN,257-99-6753,262-866-0881,Mazomanie,Dane,Mazomanie,WI,53560,Midwest,27-08-20,"$136,764",Non-Default,13-08-21,707,742,"$9,573"
38694969,PERSONAL LOAN,662-22-3632,212-837-5065,Little Neck,Queens,Little Neck,NY,11362,Northeast,22-04-20,"$82,514",Non-Default,24-08-21,873,889,"$8,251"
38694970,MORTGAGE,049-15-6047,216-997-3172,Beverly,Washington,Beverly,OH,45715,Midwest,20-05-19,"$271,740",Non-Default,01-01-21,713,756,"$5,435"
38694971,MORTGAGE,291-15-7374,219-959-4217,Fortville,Hancock,Fortville,IN,46040,Midwest,15-02-21,"$996,424",Default,09-12-20,695,685,"$458,355"
38694972,PERSONAL LOAN,368-39-0651,216-460-0857,Canton,Stark,Canton,OH,44709,Midwest,15-12-19,"$171,250",Non-Default,14-05-21,657,676,"$51,375"
38694973,PERSONAL LOAN,389-33-7114,316-349-0796,Kansas City,Wyandotte,Kansas City,KS,66105,Midwest,24-08-21,"$193,333",Non-Default,13-05-21,847,855,"$48,333"
38694974,MORTGAGE,549-99-3066,209-216-0696,Cima,San Bernardino,Cima,CA,92323,West,14-02-20,"$537,277",Default,27-11-20,689,708,"$37,609"
38694975,MORTGAGE,107-98-1609,236-731-2579,Criders,Rockingham,Criders,VA,22820,South,26-11-19,"$354,619",Default,16-12-20,890,908,"$70,924"
38694976,MORTGAGE,310-37-8341,603-416-2735,North Stratford,Coos,North Stratford,NH,3590,Northeast,24-09-18,"$740,996",Non-Default,25-04-21,742,778,"$163,019"
38694977,PERSONAL LOAN,419-67-2551,319-542-3126,Cleghorn,Cherokee,Cleghorn,IA,51014,Midwest,18-02-18,"$69,119",Default,24-08-21,768,779,"$17,971"
38694978,CREDIT CARD,640-29-7982,236-447-5298,Burke,Fairfax,Burke,VA,22009,South,19-09-18,"$34,736",Non-Default,31-10-20,877,885,"$11,116"
38694979,MORTGAGE,310-37-9732,217-985-6779,Albers,Clinton,Albers,IL,62215,Midwest,24-08-21,"$460,038",Non-Default,11-03-21,858,857,"$36,803"
38694980,CREDIT CARD,602-87-6354,217-889-9991,Equality,Gallatin,Equality,IL,62934,Midwest,01-08-20,"$60,777",Non-Default,24-08-21,819,817,"$26,134"
38694981,MORTGAGE,174-86-8696,218-776-3658,Brimson,St. Louis,Brimson,MN,55602,Midwest,24-08-21,"$676,446",Non-Default,13-07-21,721,763,"$290,872"
